,EM,FFT_ACC,FFT_D2H,FFT_LOC,NB,SL,SMO,data
0,0.325581395349,0.744186046512,0.523255813953,0.755813953488,0.174418604651,0.558139534884,0.651162790698,@poi
1,0.198113207547,0.679245283019,0.349056603774,0.811320754717,0.283018867925,0.424528301887,0.11320754717,@lucene
2,0.164285714286,0.535714285714,0.357142857143,0.528571428571,0.171428571429,0.157142857143,0.457142857143,@camel
3,0.168539325843,0.988764044944,0.348314606742,0.561797752809,0.224719101124,0.191011235955,0.280898876404,@log4j
4,0.15873015873,0.944444444444,0.5,0.944444444444,0.103174603175,0.0238095238095,0.857142857143,@xerces
5,0.241935483871,0.362903225806,0.395161290323,0.637096774194,0.701612903226,0.645161290323,0.661290322581,@velocity
6,1.0,1.0,0.457142857143,0.990476190476,0.152380952381,0.114285714286,1.0,@xalan
7,0.27731092437,0.27731092437,0.27731092437,0.27731092437,0.0924369747899,0.117647058824,0.218487394958,@ivy
8,0.222222222222,0.477777777778,0.344444444444,0.433333333333,0.244444444444,0.233333333333,0.477777777778,@synapse
9,0.15873015873,0.386243386243,0.037037037037,0.386243386243,0.100529100529,0.10582010582,0.222222222222,@jedit
