,EM,FFT_ACC,FFT_D2H,FFT_LOC,NB,SL,SMO,data
0,0.325581395349,0.744186046512,0.523255813953,0.744186046512,0.162790697674,0.604651162791,0.709302325581,@poi
1,0.198113207547,0.679245283019,0.349056603774,0.811320754717,0.301886792453,0.396226415094,0.698113207547,@lucene
2,0.164285714286,0.207142857143,0.357142857143,0.528571428571,0.135714285714,0.128571428571,0.135714285714,@camel
3,0.168539325843,0.988764044944,0.337078651685,0.561797752809,0.23595505618,0.213483146067,0.325842696629,@log4j
4,0.15873015873,0.0952380952381,0.5,0.944444444444,0.0793650793651,0.031746031746,0.047619047619,@xerces
5,0.241935483871,0.33064516129,0.467741935484,0.637096774194,0.677419354839,0.645161290323,0.572580645161,@velocity
6,1.0,0.219047619048,0.457142857143,1.00952380952,0.133333333333,0.104761904762,0.752380952381,@xalan
7,0.27731092437,0.27731092437,0.27731092437,0.27731092437,0.100840336134,0.134453781513,0.176470588235,@ivy
8,0.288888888889,0.166666666667,0.344444444444,0.444444444444,0.266666666667,0.244444444444,0.3,@synapse
9,0.15873015873,0.386243386243,0.037037037037,0.417989417989,0.111111111111,0.111111111111,0.174603174603,@jedit
