,EM,FFT_ACC,FFT_D2H,FFT_LOC,NB,SL,SMO,data
0,0.325581395349,0.162790697674,0.604651162791,0.732558139535,0.186046511628,0.546511627907,0.639534883721,@poi
1,0.198113207547,0.481132075472,0.415094339623,0.820754716981,0.27358490566,0.424528301887,0.801886792453,@lucene
2,0.164285714286,0.207142857143,0.292857142857,0.535714285714,0.171428571429,0.15,0.5,@camel
3,0.168539325843,0.258426966292,0.38202247191,0.561797752809,0.224719101124,0.191011235955,0.23595505618,@log4j
4,0.15873015873,0.119047619048,0.730158730159,0.896825396825,0.0952380952381,0.0396825396825,0.484126984127,@xerces
5,0.241935483871,0.411290322581,0.451612903226,0.637096774194,0.637096774194,0.645161290323,0.596774193548,@velocity
6,1.0,0.304761904762,0.485714285714,0.990476190476,0.152380952381,0.114285714286,0.514285714286,@xalan
7,0.27731092437,0.159663865546,0.260504201681,0.27731092437,0.0924369747899,0.142857142857,0.260504201681,@ivy
8,0.222222222222,0.266666666667,0.288888888889,0.433333333333,0.244444444444,0.255555555556,0.222222222222,@synapse
9,0.15873015873,0.195767195767,0.042328042328,0.386243386243,0.0899470899471,0.100529100529,0.174603174603,@jedit
